customer_id,monthly_txn_volume,avg_days_active,num_services_used,has_mobile_app,complaints_last_3mo,received_retention_offer,churned,segment,region,industry_type,customer_notes
CUST_00056,1097.62,17.0,4,0,0.0,0,0,Mid,Baja California,Logistics,N/A
CUST_00057,1534.12,17.0,4,0,0.0,0,1,Mid,Puebla,Logistics,no contact
CUST_00058,2494.72,3.0,1,1,1.0,0,1,Mid,Estado de México,Logistics,no contact
CUST_00059,2432.3,19.0,5,1,0.0,0,1,Mid,Nuevo León,Retail,APP USER
CUST_00060,511.01,2.0,3,1,1.0,0,1,Low,Querétaro,Services,Requested callback
CUST_00061,1416.55,19.0,4,1,0.0,0,0,Mid,Puebla,Construction,APP USER
CUST_00062,1760.4,27.0,5,0,1.0,0,0,Mid,Veracruz,Services,Potential Upsell
CUST_00063,2693.53,9.0,4,1,0.0,0,0,Mid,Coahuila,Services,manual_flag
CUST_00064,2426.12,12.0,4,1,0.0,0,1,Mid,Veracruz,Retail,Late Payment
CUST_00065,,,5,1,,0,0,Mid,Baja California,Healthcare,manual_flag
CUST_00066,256.93,25.0,4,0,1.0,0,1,Low,Coahuila,Services,no contact
CUST_00067,1959.21,16.0,1,1,0.0,1,0,Mid,CDMX,Healthcare,Waiting for renewal
CUST_00068,2094.77,17.0,1,1,1.0,0,1,Mid,Veracruz,Logistics,Requested callback
CUST_00069,8757.6,18.0,1,1,0.0,1,0,High,Querétaro,Services,Waiting for renewal
CUST_00070,1716.55,18.0,2,0,1.0,1,0,Mid,Yucatán,Logistics,N/A
CUST_00071,2504.47,13.0,4,1,2.0,0,0,Mid,CDMX,Logistics,N/A
CUST_00072,4344.26,11.0,2,1,0.0,0,1,High,Baja California,Healthcare,manual_flag
CUST_00073,3405.69,21.0,3,0,0.0,0,0,High,Puebla,Logistics,No recent activity
CUST_00074,5055.37,7.0,5,1,1.0,0,0,High,Querétaro,Healthcare,no contact
CUST_00075,519.49,9.0,3,0,3.0,0,1,Low,Hidalgo,Healthcare,manual_flag
CUST_00076,824.47,14.0,2,1,2.0,0,1,Low,Guanajuato,Retail,Waiting for renewal
CUST_00077,1244.72,3.0,1,1,1.0,0,0,Mid,Sonora,Construction,Late Payment
CUST_00078,431.18,20.0,4,0,0.0,0,1,Low,Sonora,Services,Requested callback
CUST_00079,,,4,1,,0,0,Mid,Chiapas,Logistics,no contact
CUST_00080,887.01,11.0,1,0,1.0,0,0,Low,Querétaro,Services,No recent activity
CUST_00081,5490.25,5.0,4,1,0.0,1,1,High,Querétaro,Retail,VIP Client
CUST_00082,1015.44,13.0,5,1,0.0,0,0,Mid,Baja California,Services,N/A
CUST_00083,1541.4,19.0,5,1,1.0,0,1,Mid,Puebla,Services,Late Payment
CUST_00084,,,5,1,,0,0,High,Estado de México,Logistics,Prefers App
CUST_00085,634.97,21.0,3,1,0.0,0,1,Low,Jalisco,Services,VIP Client
CUST_00086,400.3,25.0,1,1,0.0,0,1,Low,Coahuila,Services,Potential Upsell
CUST_00087,2299.89,25.0,5,1,1.0,0,0,Mid,Guanajuato,Retail,Requested callback
CUST_00088,2430.23,24.0,2,0,1.0,0,1,Mid,Yucatán,Logistics,Potential Upsell
CUST_00089,3472.15,27.0,5,0,0.0,0,0,High,Nuevo León,Logistics,Waiting for renewal
CUST_00090,2922.45,26.0,3,1,1.0,0,1,Mid,Hidalgo,Logistics,Waiting for renewal
CUST_00091,2496.27,5.0,2,1,0.0,0,1,Mid,CDMX,Logistics,no contact
CUST_00092,1120.66,8.0,1,1,2.0,0,1,Mid,Jalisco,Retail,N/A
CUST_00093,2381.81,11.0,1,0,2.0,0,1,Mid,Yucatán,Retail,Potential Upsell
CUST_00094,2489.25,27.0,5,1,0.0,0,0,Mid,Sonora,Logistics,Late Payment
CUST_00095,1084.9,16.0,2,1,2.0,0,0,Mid,Hidalgo,Services,Potential Upsell
CUST_00096,6506.49,13.0,2,1,1.0,0,1,High,Estado de México,Construction,Late Payment
CUST_00097,2827.53,2.0,5,1,0.0,0,0,Mid,Michoacán,Construction,no contact
CUST_00098,838.15,21.0,5,1,1.0,0,0,Low,CDMX,Retail,Prefers App
CUST_00099,3483.93,19.0,4,1,1.0,0,0,High,Michoacán,Services,No recent activity
CUST_00100,,,4,1,,0,1,High,Hidalgo,Construction,Requested callback
CUST_00101,2710.05,17.0,5,1,0.0,0,1,Mid,Yucatán,Construction,Prefers App
CUST_00102,1643.42,6.0,3,0,1.0,0,1,Mid,Puebla,Services,Late Payment
CUST_00103,1044.82,20.0,4,1,0.0,0,0,Mid,Coahuila,Services,Requested callback
CUST_00104,1882.92,5.0,5,1,1.0,0,0,Mid,Veracruz,Retail,Prefers App
CUST_00105,2576.43,7.0,2,1,0.0,0,0,Mid,Veracruz,Logistics,N/A
CUST_00106,,,4,0,,0,0,Mid,Coahuila,Healthcare,Potential Upsell
CUST_00107,5202.63,18.0,3,0,1.0,0,0,High,Veracruz,Logistics,Late Payment
CUST_00108,3134.3,8.0,1,1,1.0,0,0,High,Michoacán,Construction,No recent activity
CUST_00109,944.3,25.0,2,1,0.0,1,0,Low,Sonora,Retail,Waiting for renewal
CUST_00110,757.43,24.0,3,1,0.0,0,0,Low,Baja California,Construction,No recent activity
CUST_00111,2844.42,8.0,3,1,1.0,0,1,Mid,Baja California,Services,No recent activity
CUST_00112,1673.4,10.0,3,1,0.0,0,1,Mid,Michoacán,Retail,Prefers App
CUST_00113,3322.57,14.0,2,0,0.0,0,1,High,Querétaro,Logistics,manual_flag
CUST_00114,2826.37,21.0,3,1,0.0,0,0,Mid,Yucatán,Logistics,N/A
CUST_00115,1889.28,15.0,1,1,1.0,0,0,Mid,Guanajuato,Services,N/A
CUST_00116,954.07,17.0,4,1,1.0,0,0,Low,Jalisco,Services,APP USER
CUST_00117,451.44,24.0,2,1,0.0,0,0,Low,Hidalgo,Construction,No recent activity
CUST_00118,2350.34,10.0,3,1,0.0,0,1,Mid,Guanajuato,Logistics,No recent activity
CUST_00119,624.3,16.0,5,1,0.0,0,1,Low,Puebla,Logistics,Potential Upsell
CUST_00120,919.44,6.0,4,1,0.0,0,1,Low,Michoacán,Logistics,Requested callback
CUST_00121,2247.73,19.0,2,1,0.0,0,0,Mid,Chiapas,Retail,Waiting for renewal
CUST_00122,2091.54,22.0,5,1,0.0,0,0,Mid,Yucatán,Services,VIP Client
CUST_00123,700.47,21.0,5,0,0.0,0,0,Low,Coahuila,Logistics,APP USER
CUST_00124,4190.79,9.0,3,1,2.0,0,0,High,Veracruz,Healthcare,manual_flag
CUST_00125,4117.03,16.0,2,0,0.0,0,0,High,Puebla,Retail,no contact
CUST_00126,2908.7,22.0,3,0,0.0,0,0,Mid,Yucatán,Retail,APP USER
CUST_00127,2906.21,26.0,1,0,0.0,0,0,Mid,Estado de México,Healthcare,Late Payment
CUST_00128,2908.72,10.0,5,1,0.0,0,1,Mid,Querétaro,Healthcare,Prefers App
CUST_00129,3871.87,20.0,1,1,0.0,0,1,High,Coahuila,Retail,N/A
CUST_00130,3188.37,27.0,3,1,1.0,0,1,High,Jalisco,Services,manual_flag
CUST_00131,1025.76,23.0,4,0,0.0,0,1,Mid,Querétaro,Retail,VIP Client
CUST_00132,1655.1,7.0,5,0,1.0,0,1,Mid,Querétaro,Healthcare,no contact
CUST_00133,8155.84,5.0,4,1,0.0,0,0,High,Jalisco,Construction,Requested callback
CUST_00134,277.78,12.0,2,0,0.0,0,1,Low,Baja California,Services,no contact
CUST_00135,1354.36,11.0,5,1,1.0,0,0,Mid,Nuevo León,Retail,Potential Upsell
CUST_00136,4205.78,4.0,1,1,0.0,0,1,High,Jalisco,Services,APP USER
CUST_00137,1083.92,2.0,4,1,2.0,0,0,Mid,Guanajuato,Services,Potential Upsell
CUST_00138,3248.38,13.0,2,1,0.0,0,1,High,Baja California,Retail,VIP Client
CUST_00139,2071.43,24.0,5,0,0.0,0,0,Mid,Hidalgo,Services,Requested callback
CUST_00140,1150.85,16.0,2,1,0.0,0,1,Mid,Veracruz,Retail,VIP Client
CUST_00141,217.21,16.0,1,1,2.0,0,1,Low,Baja California,Services,VIP Client
CUST_00142,2302.98,22.0,5,1,0.0,0,0,Mid,Chiapas,Retail,VIP Client
CUST_00143,1006.33,15.0,2,0,0.0,0,0,Mid,Estado de México,Construction,Requested callback
CUST_00144,,,3,1,,1,0,Mid,Estado de México,Healthcare,Late Payment
CUST_00145,2888.76,8.0,5,1,0.0,0,1,Mid,CDMX,Retail,no contact
CUST_00146,3663.37,18.0,5,0,0.0,1,0,High,Puebla,Retail,N/A
CUST_00147,1350.76,25.0,5,1,1.0,0,0,Mid,Guanajuato,Retail,manual_flag
CUST_00148,1149.0,20.0,5,0,0.0,0,0,Mid,Michoacán,Logistics,manual_flag
CUST_00149,613.57,8.0,3,1,0.0,0,1,Low,Puebla,Logistics,Late Payment
CUST_00150,3785.55,29.0,1,1,0.0,0,1,High,Querétaro,Retail,Late Payment
CUST_00151,,,3,1,,0,1,High,Querétaro,Healthcare,manual_flag
CUST_00152,4063.77,4.0,3,1,2.0,0,0,High,CDMX,Retail,N/A
CUST_00153,4674.72,27.0,2,1,1.0,0,0,High,Jalisco,Logistics,No recent activity
CUST_00154,1091.8,26.0,4,1,0.0,1,0,Mid,Chiapas,Healthcare,manual_flag
CUST_00155,2769.36,19.0,4,1,1.0,0,1,Mid,Jalisco,Logistics,Requested callback
CUST_00156,3456.08,21.0,2,0,0.0,0,1,High,Guanajuato,Logistics,APP USER
CUST_00157,,,3,1,,0,0,Low,Yucatán,Logistics,Waiting for renewal
CUST_00158,5744.58,15.0,2,1,0.0,0,1,High,Jalisco,Healthcare,Potential Upsell
CUST_00159,501.86,4.0,5,1,0.0,0,0,Low,Estado de México,Logistics,Potential Upsell
CUST_00160,5166.79,29.0,2,1,0.0,0,1,High,Coahuila,Retail,Requested callback
CUST_00161,498.34,27.0,2,1,0.0,0,0,Low,Baja California,Healthcare,APP USER
CUST_00162,832.25,27.0,5,1,1.0,1,1,Low,Yucatán,Logistics,No recent activity
CUST_00163,2804.7,8.0,4,1,0.0,0,0,Mid,Sonora,Retail,No recent activity
CUST_00164,2110.1,8.0,5,1,0.0,0,0,Mid,Veracruz,Retail,no contact
CUST_00165,1460.49,6.0,1,1,1.0,0,1,Mid,Estado de México,Services,APP USER
CUST_00166,5600.57,4.0,2,1,1.0,0,0,High,Yucatán,Services,Potential Upsell
CUST_00167,629.97,19.0,2,0,1.0,0,1,Low,Sonora,Construction,Prefers App
CUST_00168,,,4,0,,0,1,Mid,Puebla,Healthcare,no contact
CUST_00169,3056.87,21.0,3,1,0.0,0,0,High,Puebla,Healthcare,Late Payment
CUST_00170,2467.66,15.0,5,0,0.0,0,1,Mid,Puebla,Construction,no contact
CUST_00171,1182.11,5.0,3,1,1.0,0,1,Mid,Veracruz,Retail,N/A
CUST_00172,1218.85,28.0,1,1,0.0,0,0,Mid,Jalisco,Healthcare,Requested callback
CUST_00173,3626.04,25.0,5,0,1.0,0,1,High,Yucatán,Retail,Requested callback
CUST_00174,3742.43,9.0,1,1,1.0,1,0,High,Puebla,Healthcare,manual_flag
CUST_00175,2514.84,22.0,1,1,0.0,0,1,Mid,Chiapas,Logistics,Requested callback
CUST_00176,971.01,14.0,1,1,0.0,0,1,Low,Nuevo León,Services,No recent activity
CUST_00177,1251.64,23.0,5,0,3.0,0,0,Mid,Sonora,Construction,VIP Client
CUST_00178,1967.79,9.0,5,1,2.0,0,1,Mid,Puebla,Logistics,Prefers App
CUST_00179,,,4,1,,0,0,Mid,Hidalgo,Services,No recent activity
CUST_00180,2972.92,18.0,2,0,2.0,0,0,Mid,Hidalgo,Logistics,N/A
CUST_00181,1702.83,6.0,3,1,1.0,0,1,Mid,CDMX,Logistics,VIP Client
CUST_00182,3570.61,21.0,3,1,1.0,1,1,High,CDMX,Services,no contact
CUST_00183,3543.54,5.0,1,0,2.0,0,1,High,Chiapas,Logistics,Potential Upsell
CUST_00184,4780.74,12.0,5,1,0.0,1,0,High,Estado de México,Healthcare,Prefers App
CUST_00185,2032.72,19.0,5,1,1.0,1,1,Mid,Yucatán,Logistics,Late Payment
CUST_00186,2545.4,11.0,1,0,1.0,0,0,Mid,Yucatán,Healthcare,VIP Client
CUST_00187,1805.08,18.0,2,0,1.0,0,1,Mid,Guanajuato,Healthcare,manual_flag
CUST_00188,981.35,16.0,3,0,2.0,0,1,Low,Guanajuato,Construction,no contact
CUST_00189,7308.12,7.0,4,0,0.0,0,1,High,Querétaro,Services,APP USER
CUST_00190,4384.1,24.0,2,1,2.0,0,0,High,Sonora,Logistics,Prefers App
CUST_00191,3494.21,22.0,5,0,1.0,0,0,High,Michoacán,Retail,no contact
CUST_00192,1981.09,17.0,1,1,0.0,0,0,Mid,CDMX,Construction,Requested callback
CUST_00193,907.14,16.0,3,1,1.0,0,0,Low,Estado de México,Services,APP USER
CUST_00194,3922.91,9.0,1,1,0.0,1,1,High,Sonora,Healthcare,Waiting for renewal
CUST_00195,1780.72,10.0,5,0,1.0,1,1,Mid,CDMX,Healthcare,Potential Upsell
CUST_00196,2710.34,12.0,1,1,0.0,0,0,Mid,CDMX,Retail,manual_flag
CUST_00197,1247.63,28.0,3,0,1.0,1,0,Mid,Querétaro,Healthcare,Requested callback
CUST_00198,2404.01,3.0,1,1,0.0,0,1,Mid,Nuevo León,Services,Potential Upsell
CUST_00199,,,3,1,,0,0,Mid,Chiapas,Logistics,APP USER
CUST_00200,1355.42,14.0,1,1,1.0,0,1,Mid,Yucatán,Construction,Waiting for renewal
CUST_00201,2381.46,5.0,1,1,1.0,0,0,Mid,Chiapas,Logistics,N/A
CUST_00202,490.88,28.0,3,1,0.0,0,0,Low,Coahuila,Retail,VIP Client
CUST_00203,515.96,10.0,1,1,0.0,0,0,Low,Coahuila,Logistics,Potential Upsell
CUST_00204,1080.69,6.0,2,1,1.0,0,0,Mid,Querétaro,Healthcare,VIP Client
CUST_00205,1687.22,20.0,4,1,0.0,0,1,Mid,Hidalgo,Retail,no contact
CUST_00206,3644.63,23.0,2,1,1.0,1,0,High,Michoacán,Logistics,APP USER
CUST_00207,1762.32,4.0,4,1,0.0,1,0,Mid,Estado de México,Construction,Requested callback
CUST_00208,1971.46,22.0,2,1,1.0,0,0,Mid,Baja California,Retail,N/A
CUST_00209,1585.31,4.0,4,1,0.0,0,1,Mid,Guanajuato,Retail,Late Payment
CUST_00210,2542.77,7.0,1,1,0.0,0,1,Mid,Coahuila,Healthcare,no contact
CUST_00211,972.7,29.0,3,1,0.0,0,1,Low,Sonora,Logistics,Prefers App
CUST_00212,1836.2,11.0,3,0,1.0,0,0,Mid,Nuevo León,Retail,Late Payment
CUST_00213,2689.11,6.0,5,0,0.0,0,0,Mid,Jalisco,Retail,No recent activity
CUST_00214,2367.64,26.0,4,1,1.0,1,1,Mid,Coahuila,Healthcare,Late Payment
CUST_00215,2019.57,4.0,5,1,1.0,0,1,Mid,Nuevo León,Services,Potential Upsell
CUST_00216,2038.21,23.0,5,1,0.0,0,1,Mid,Nuevo León,Logistics,Waiting for renewal
CUST_00217,2874.95,25.0,4,1,0.0,0,0,Mid,Jalisco,Healthcare,N/A
CUST_00218,7533.84,8.0,3,1,1.0,0,0,High,Michoacán,Logistics,Potential Upsell
CUST_00219,1031.2,23.0,4,1,4.0,0,1,Mid,Chiapas,Retail,Waiting for renewal
CUST_00220,7672.02,19.0,1,0,0.0,0,1,High,Sonora,Healthcare,Prefers App
CUST_00221,990.95,24.0,5,1,0.0,0,1,Low,Coahuila,Logistics,APP USER
CUST_00222,184.22,9.0,5,0,0.0,0,1,Low,Yucatán,Healthcare,No recent activity
CUST_00223,1291.07,2.0,4,1,0.0,0,1,Mid,Sonora,Retail,Late Payment
CUST_00224,2577.54,26.0,5,0,0.0,0,0,Mid,Coahuila,Construction,Potential Upsell
CUST_00225,6541.92,5.0,3,1,0.0,0,0,High,Coahuila,Healthcare,APP USER
CUST_00226,906.08,25.0,5,1,0.0,0,0,Low,Estado de México,Logistics,manual_flag
CUST_00227,,,4,0,,1,0,Mid,Jalisco,Logistics,N/A
CUST_00228,,,3,1,,0,1,Low,Baja California,Logistics,No recent activity
CUST_00229,6390.47,15.0,3,1,0.0,0,0,High,Yucatán,Logistics,Prefers App
CUST_00230,,,5,0,,0,1,High,Guanajuato,Services,Potential Upsell
CUST_00231,1357.65,11.0,4,1,0.0,0,0,Mid,Puebla,Services,No recent activity
CUST_00232,4916.03,24.0,5,1,1.0,0,1,High,CDMX,Logistics,APP USER
CUST_00233,1827.75,19.0,1,1,1.0,0,1,Mid,CDMX,Retail,Potential Upsell
CUST_00234,4595.78,2.0,1,0,0.0,0,1,High,Coahuila,Retail,manual_flag
CUST_00235,2008.13,5.0,3,0,0.0,0,0,Mid,Chiapas,Healthcare,VIP Client
CUST_00236,2073.67,29.0,5,1,0.0,0,0,Mid,Veracruz,Logistics,no contact
CUST_00237,1380.65,17.0,1,0,0.0,0,0,Mid,Nuevo León,Construction,no contact
CUST_00238,3128.41,17.0,2,0,3.0,0,1,High,Jalisco,Services,Requested callback
CUST_00239,2192.21,19.0,1,1,0.0,0,0,Mid,Baja California,Construction,Waiting for renewal
CUST_00240,,,5,1,,0,0,Mid,Michoacán,Retail,Potential Upsell
CUST_00241,440.46,11.0,5,1,1.0,0,1,Low,Michoacán,Healthcare,N/A
CUST_00242,4704.16,17.0,1,1,0.0,0,1,High,Coahuila,Services,No recent activity
CUST_00243,5493.95,24.0,5,1,1.0,0,0,High,Nuevo León,Services,Waiting for renewal
CUST_00244,2184.61,25.0,5,1,0.0,0,0,Mid,Querétaro,Logistics,Requested callback
CUST_00245,7192.45,12.0,2,0,3.0,0,0,High,Chiapas,Construction,no contact
CUST_00246,6138.05,7.0,3,1,0.0,0,0,High,Nuevo León,Construction,VIP Client
CUST_00247,3175.67,2.0,5,1,0.0,0,1,High,Chiapas,Logistics,no contact
CUST_00248,,,4,1,,0,0,High,Guanajuato,Healthcare,No recent activity
CUST_00249,4128.63,26.0,3,1,0.0,0,1,High,Sonora,Retail,Prefers App
CUST_00250,325.36,7.0,3,1,0.0,0,0,Low,Coahuila,Services,Requested callback
CUST_00251,1611.0,29.0,4,0,0.0,1,0,Mid,Veracruz,Services,Late Payment
CUST_00252,3330.28,14.0,1,0,0.0,1,0,High,Guanajuato,Logistics,Potential Upsell
CUST_00253,5732.71,27.0,2,1,1.0,0,0,High,Veracruz,Logistics,no contact
CUST_00254,533.33,18.0,5,1,1.0,0,1,Low,Querétaro,Retail,Potential Upsell
CUST_00255,351.59,2.0,1,0,2.0,0,0,Low,Coahuila,Logistics,Requested callback
CUST_00256,1915.17,9.0,4,1,0.0,0,0,Mid,Veracruz,Logistics,Requested callback
CUST_00257,202.64,23.0,2,1,0.0,0,1,Low,Sonora,Healthcare,VIP Client
CUST_00258,1865.09,9.0,2,1,0.0,0,0,Mid,Guanajuato,Services,No recent activity
CUST_00259,2623.39,25.0,2,1,1.0,0,0,Mid,Nuevo León,Healthcare,N/A
CUST_00260,868.71,12.0,4,0,0.0,0,1,Low,Coahuila,Healthcare,No recent activity
CUST_00261,1904.46,15.0,1,1,1.0,0,0,Mid,Puebla,Logistics,manual_flag
CUST_00262,3874.62,25.0,5,1,0.0,0,0,High,Michoacán,Retail,VIP Client
CUST_00263,1285.86,11.0,2,0,0.0,0,1,Mid,Estado de México,Services,Waiting for renewal
CUST_00264,1005.99,16.0,2,1,1.0,0,0,Mid,Michoacán,Retail,Late Payment
CUST_00265,1838.73,8.0,1,1,0.0,1,1,Mid,Puebla,Retail,Requested callback
CUST_00266,786.7,8.0,2,0,1.0,0,0,Low,Yucatán,Logistics,VIP Client
CUST_00267,6848.89,11.0,2,1,2.0,0,0,High,CDMX,Healthcare,N/A
CUST_00268,2055.13,5.0,4,0,1.0,0,0,Mid,Querétaro,Services,manual_flag
CUST_00269,1100.04,26.0,3,1,1.0,1,1,Mid,Guanajuato,Healthcare,Prefers App
CUST_00270,2350.15,29.0,1,1,0.0,0,1,Mid,Puebla,Logistics,manual_flag
CUST_00271,1830.98,19.0,1,1,0.0,0,1,Mid,Jalisco,Services,Requested callback
CUST_00272,1676.83,28.0,1,1,0.0,1,1,Mid,Jalisco,Logistics,no contact
CUST_00273,1285.58,26.0,4,1,0.0,0,0,Mid,CDMX,Healthcare,APP USER
CUST_00274,1234.0,11.0,4,1,0.0,0,0,Mid,Guanajuato,Retail,Potential Upsell
CUST_00275,451.24,20.0,5,1,0.0,0,0,Low,Sonora,Construction,Potential Upsell
CUST_00276,4952.81,15.0,4,1,6.0,0,0,High,Estado de México,Services,Late Payment
CUST_00277,3032.76,14.0,1,1,0.0,0,1,High,Chiapas,Healthcare,N/A
CUST_00278,2521.98,16.0,5,1,0.0,0,0,Mid,Sonora,Services,Late Payment
CUST_00279,,,3,0,,0,0,Mid,Nuevo León,Healthcare,No recent activity
CUST_00280,854.87,3.0,2,0,1.0,1,0,Low,Nuevo León,Logistics,Late Payment
CUST_00281,1042.2,5.0,2,1,0.0,0,0,Mid,Baja California,Services,Prefers App
CUST_00282,506.73,22.0,5,1,0.0,0,0,Low,Querétaro,Healthcare,Waiting for renewal
CUST_00283,1156.25,19.0,3,1,0.0,0,1,Mid,Puebla,Healthcare,Waiting for renewal
CUST_00284,748.82,18.0,2,0,0.0,0,0,Low,Michoacán,Logistics,manual_flag
CUST_00285,5917.62,11.0,5,1,1.0,0,1,High,Hidalgo,Logistics,no contact
CUST_00286,3700.34,28.0,4,0,0.0,0,1,High,Guanajuato,Healthcare,N/A
CUST_00287,2122.27,22.0,1,1,1.0,0,1,Mid,Jalisco,Healthcare,Waiting for renewal
CUST_00288,940.43,10.0,3,1,0.0,1,0,Low,Nuevo León,Logistics,Waiting for renewal
CUST_00289,785.04,16.0,2,0,0.0,0,1,Low,Michoacán,Logistics,Prefers App
CUST_00290,1719.38,29.0,1,1,0.0,0,0,Mid,CDMX,Healthcare,APP USER
CUST_00291,3805.3,13.0,5,1,1.0,0,0,High,Chiapas,Logistics,Late Payment
CUST_00292,521.57,22.0,2,0,0.0,0,0,Low,Chiapas,Retail,Late Payment
CUST_00293,3005.06,29.0,1,1,0.0,0,1,High,Sonora,Healthcare,Prefers App
CUST_00294,1151.88,28.0,4,1,1.0,0,1,Mid,Baja California,Retail,no contact
CUST_00295,1336.29,27.0,3,0,0.0,0,0,Mid,Guanajuato,Services,no contact
